0.5996160297,0.2184706855,0.0904093036,0.2404986197,0.3404117754,0.1688102253,0.3775217957,0.4639108899,0.1170747146,0.7365042777,0.2765545719,0.4904899401,0.6391552788,0.9913127165,0.5502149696,0.0578468169,0.3455142478,0.4453171858,0.8368234234,0.1610157473,0.1434612262,0.1232875093,0.1011195792,0.0831682965,0.3540766833,0.3870196164,0.3511448217,0.2595472055,0.1522548645,0.355391984,0.3578181952,0.2214409657,0.2340572392,0.7979618117,0.748346048,0.2953570621,0.4662179287,12
0.5597516379,0.2260349466,0.0449463153,0.1694487592,0.4234577716,0.1651417661,0.4163109973,0.4305705177,0.3054040144,0.6593541721,0.1755930508,0.4333945029,0.6960420719,0.6703653126,0.2223684243,0.0694880556,0.4659585194,0.3938501557,0.6120712338,0.3847600973,0.3044537848,0.3688092473,0.2411652876,0.1856477466,0.271370779,0.5485136631,0.5916759891,0.2309197726,0.290341392,0.399501082,0.3710692761,0.0362630827,0.4772835049,0.8392428777,0.5676806846,0.2481087857,0.6932654122,5
0.7172877708,0.444143146,0.0550977217,0.1718630515,0.3600780085,0.1043592318,0.3100848132,0.5928635747,0.2936142941,0.653704401,0.3248346644,0.3821103662,0.7844843481,0.8552734251,0.3892843998,0.1509021421,0.5527398691,0.361754178,0.7201523941,0.2824847509,0.2406950325,0.2105046616,0.2270715635,0.2536394052,0.2108033725,0.5890027149,0.46034399,0.5062803101,0.2566929387,0.5777866929,0.3443718051,0.0178007121,0.3670851142,0.6872363568,0.5235569376,0.4047678494,0.6040396341,14
0.4285397827,0.2688883464,0.1625238339,0.3857032459,0.2219183919,0.0726978812,0.2181439244,0.3648111487,0.1738049028,0.7487388943,0.2839964276,0.813712102,0.6613571937,0.9528323465,0.5722216952,0.2572972781,0.3278994405,0.4345957795,0.8379430941,0.1637964988,0.0809028318,0.1314709922,0.2887955582,0.0680369224,0.3311138756,0.3063231272,0.3289168923,0.2912702675,0.4596920329,0.3389266352,0.2817938189,0.0849930932,0.2643062801,0.9253906194,0.7910503352,0.6521306526,0.228795996,4
0.5912385003,0.5712679274,0.0744512734,0.2176301167,0.2145436611,0.1508164331,0.2966504645,0.3293387967,0.1677225406,0.6358849601,0.4397591381,0.6685342537,0.6785484371,0.6803890401,0.6738277242,0.4293448127,0.3139282373,0.4695181902,0.7522518566,0.2438423692,0.2656428794,0.075938017,0.1647876695,0.1237865795,0.5277419676,0.4010229004,0.3652970895,0.5882201358,0.2659207116,0.6315456204,0.5708394264,0.0736137931,0.305703501,0.7134489419,0.515390364,0.6862746494,0.4667648292,4
0.2341400192,0.2972644294,0.3016613596,0.4182069484,0.2576295524,0.1197420044,0.3957760569,0.1871233708,0.1817391572,0.745885784,0.1809740566,0.8463252053,0.984046615,0.9777153789,0.5462009613,0.197405561,0.2466381594,0.4740141031,0.8361460564,0.1658886741,0.0010239055,0.3394988389,0.1816207256,0.0582550403,0.5798209702,0.2526672466,0.332398205,0.3079570218,0.4735865644,0.3669181889,0.2433237155,0.0112333829,0.2758568944,0.8821183536,0.8155422024,0.0644575735,0.023276876,4
0.6011229986,0.5012942658,0.1101102184,0.2418474476,0.2187225012,0.2424857306,0.4027937484,0.3570330257,0.0518964306,0.6460518869,0.4801723363,0.4494591564,0.6752805751,0.926287792,0.8342654059,0.6582870279,0.148644786,0.4569450598,0.8963558782,0.1007172099,0.1172844281,0.0535617783,0.0601370107,0.0388750732,0.5014036498,0.2463301229,0.1843360862,0.5348851985,0.1220380204,0.5772412862,0.3208119114,0.2024104916,0.2223733438,0.8030398596,0.6210744914,0.1223030735,0.7035300217,12
0.6095595343,0.1630886647,0.1057323883,0.297770321,0.2652826419,0.4876109976,0.6596651006,0.3468762514,0.2128248634,0.6327479549,0.3101243465,0.4094278636,0.3516682107,0.2518846927,0.173768317,0.0875833912,0.4580993731,0.8549157627,0.5344533926,0.4513827583,0.5210978837,0.1734730825,0.2052670814,0.1266555426,0.4651199579,0.4276692599,0.6700918112,0.2017196533,0.2124043163,0.2346403058,0.2823221051,0.0438102985,0.5543636835,0.836324748,0.4721070614,0.6082318428,0.4994666338,3
0.667824911,0.1371688991,0.1234785105,0.3669671088,0.2809273392,0.0813117157,0.3282258442,0.3108315735,0.110186116,0.0915044866,0.0760201168,0.2861175833,0.8093914097,0.9419087061,0.5330745595,0.1993956143,0.4521573381,0.1914041439,0.8222795068,0.1745134783,0.1274696125,0.2078588628,0.0955379041,0.0494394475,0.242689682,0.2667976069,0.353938698,0.1625055148,0.1331614117,0.2474672026,0.3342033568,0.0435932535,0.4528496725,0.8439010057,0.6817228846,0.5592551302,0.6436025981,12
0.7079543467,0.4008698471,0.0562045895,0.1773803497,0.3569219201,0.1042283692,0.3159305759,0.5920298967,0.5057313881,0.2420079253,0.3208822219,0.3895438872,0.7781901287,0.6077355146,0.2171722132,0.096899878,0.6593569077,0.361567297,0.5324179979,0.4730793915,0.3860178405,0.3586047753,0.3920117499,0.4231157604,0.2108927419,0.790661325,0.638930199,0.4652669021,0.3598437532,0.5382726415,0.3407441121,0.0156981211,0.5370296781,0.6873316082,0.5278177915,0.4046056277,0.6126167225,14
0.5386293166,0.0706164399,0.2696594054,0.4331219028,0.1923929502,0.5524282928,0.8545837774,0.2474149646,0.1152382839,0.4919928215,0.499512131,0.3241924118,0.1429513902,0.8870022462,0.3025578586,0.1630562455,0.2317116971,1,0.6321056468,0.3531037257,0.4700011394,0.0841688984,0.0659704132,0.1079977721,0.7064662854,0.3838989543,0.5425305921,0.0898130758,0.0612722126,0.1078015625,0.6859063459,0.1097027658,0.4431694156,0.8120536194,0.3222650829,0.7062523226,0.432220711,3
0.2705004938,0.3147823746,0.4018527915,0.5487214356,0.3376102946,0.1487758251,0.3979564977,0.2821395865,0.2372098039,0.4652156417,0.1876463796,0.6604341695,0.7246519747,0.8313113414,0.4291861453,0.0502013684,0.3291768375,0.4865046936,0.7186489931,0.2800862251,0.1558069828,0.3896538745,0.1854361782,0.1217800882,0.5666109626,0.454845484,0.4662915455,0.3601250686,0.3314202393,0.3890705572,0.3497176284,0.0410712444,0.3818039703,0.6937693651,0.5963026913,0.3943137102,0.4551718604,4
0.6434455912,0.3294677377,0.0368629383,0.0827046633,0.4506664351,0.1246062974,0.4151770388,0.7078185008,0.4649544561,0.5997321693,0.3849598507,0.5893798624,0.5879246112,0.4622463749,0.3314343159,0.1763388713,0.5353523646,0.6035032571,0.6274118815,0.3811340903,0.335293618,0.2413755242,0.2188843402,0.4867080192,0.2916908,0.4782552007,0.568907738,0.3845978375,0.2025027968,0.5385000876,0.262777629,0.1547681891,0.5460650175,0.8721385438,0.7588737618,0.6847850581,0.1532557847,-1
0.3383708764,0.2307956466,0.209466437,0.4403097086,0.2242884285,0.2679519935,0.540809878,0.1791171525,0.0617242046,0.6484371306,0.2520015181,0.349640468,0.681738194,0.8743091052,0.5525162142,0.2687664737,0.130131066,0.4877061213,0.7876131325,0.2031566693,0.221910076,0.1488621911,0.0447259337,0.0260394531,0.6683134649,0.329790368,0.3537607173,0.2679594362,0.1030114492,0.2930900371,0.2735377206,0.3900788258,0.3151842508,0.8387169646,0.5369638073,0.2000248488,0.6827225843,12
0.6235700246,0.3970127616,0.0263365391,0.1076057415,0.3587455391,0.1638870954,0.4168633701,0.5548020861,0.7121116615,0.6789219705,0.2622488194,0.4616436841,0.6437785002,0.1660386968,0.0845388158,0.144089855,0.6291202941,0.410794328,0.2947615469,0.710158857,0.4914087817,0.9030691513,0.4098721191,0.6086243875,0.2706643023,0.9207675329,0.8500856372,0.4455289889,0.4087965422,0.5492820555,0.2944398271,0.1136995018,0.7136893226,0.3318260926,0.7589692961,0.5848036761,0.7166774057,11
0.5503122829,0.2100703322,0.0691625336,0.1535369585,0.3196017947,0.2145981443,0.5209544563,0.4406998188,0.4794813948,0.6605888841,0.2986384763,0.6329881042,0.5563459976,0.3679395785,0.2724940233,0.181569954,0.5029448044,0.6622108724,0.4132162909,0.5831510192,0.5316114477,0.4211686102,0.2707768732,0.4270427026,0.4270811781,0.57781605,0.7152660735,0.232651771,0.2527041162,0.3407691816,0.2090961034,0.2038901721,0.7438731739,0.9028102684,0.7787407119,0.6859156403,0.1561711462,7
0.8577926167,0.4815148858,0.0432043042,0.1490844925,0.3448927023,0.0161018245,0.1198645315,0.9224615191,0.6203470162,0.0906753456,0.2847206744,0.3613720673,0.7468000204,0.6943690181,0.2494333283,0.0145621655,0.8733349046,0.1452044776,0.665570116,0.3558034439,0.2167370089,0.1998610199,0.5485491277,0.5512338813,0.045052112,0.6755973957,0.5721185094,0.6028351891,0.3525637412,0.6840782556,0.566804464,0.0415441447,0.441234145,0.8171483539,0.7611971401,0.8957346893,0.5749582589,13
0.3588100622,0.2565503557,0.1059945894,0.305772627,0.2988841577,0.114470144,0.3306238225,0.3977957487,0.3365006777,0.641312292,0.2831867135,0.5903571331,0.6570195829,0.6590721287,0.4265632712,0.2306342676,0.3835766426,0.4874725319,0.6649409555,0.3372204602,0.2442553416,0.3161830111,0.2148033562,0.2803733806,0.373877196,0.4411461413,0.492499458,0.2836439542,0.2474081629,0.350675133,0.4033770162,0.0393022485,0.4771954799,0.8796028714,0.9050598298,0.4771595996,0.4336644823,4
